Location,Indicator,Indicator units,Age,Year,Mean estimate,Sex,Scenario type
Tunisia,People using at least basic sanitation services,% of population,all,2006,82.586563,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2007,83.639725,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2008,84.695183,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2009,85.752647,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2010,86.811554,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2011,87.872154,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2012,88.933868,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2013,89.996048,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2014,91.059029,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2015,92.123398,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2016,93.188164,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2017,94.252502,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2018,95.315628,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2019,96.376572,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2020,97.434456,All sexes,Reference
Tunisia,"Contraceptive prevalence, modern methods",% of women,15-49,2001,71.1,All sexes,Reference
Tunisia,"Contraceptive prevalence, modern methods",% of women,15-49,2012,71.9,All sexes,Reference
Tunisia,"Contraceptive prevalence, modern methods",% of women,15-49,2018,62.7,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2000,42,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2001,41,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2002,39,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2003,38,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2004,35,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2005,33,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2006,30,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2007,28,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2008,27,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2009,25,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2010,24,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2011,23,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2012,22,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2013,20,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2014,19,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2015,19,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2016,18,All sexes,Reference
Turkey,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2017,17,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1990,73.8864845737305,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1991,69.7007406981644,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1992,65.6644180497948,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1993,61.824598790787,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1994,58.1466590228028,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1995,54.602426246871,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1996,51.1615956465855,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1997,47.8068018170875,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1998,44.6184971150188,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,1999,41.5574023170915,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2000,38.6222301802915,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2001,35.866156977632,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2002,33.2709160128729,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2003,30.8378656002712,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2004,28.5830764760329,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2005,26.486267866414,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2006,24.5274129566745,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2007,22.7370107993038,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2008,21.083390161368,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2009,19.5821462254983,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2010,18.1979949571772,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2011,16.9529688814779,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2012,15.8100337128236,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2013,14.7710490916405,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2014,13.8247804897107,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2015,12.9508787048286,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2016,12.1480321312505,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2017,11.3966333079322,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2018,10.6969233455849,All sexes,Reference
Turkey,"Mortality rate, under-5","per 1,000 live births",0-5 years,2019,10.046388231764,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1990,32.9732957653572,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1991,31.5945065562583,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1992,30.0225012761954,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1993,28.4167648936857,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1994,26.7421867532415,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1995,25.1491346060818,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1996,23.693680663928,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1997,22.3350105768573,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1998,21.051948398179,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1999,19.7973888482838,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2000,18.6525873574525,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2001,17.5765274280414,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2002,16.6043970556745,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2003,15.6988800588108,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2004,14.7339822283861,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2005,13.5857833793876,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2006,12.5270054246231,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2007,11.5376653608722,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2008,10.6265768876446,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2009,9.80255747407578,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2010,9.05908910857618,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2011,8.37840087007588,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2012,7.76388756348951,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2013,7.2095498882686,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2014,6.73314691401081,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2015,6.33753423609702,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2016,6.02251254890772,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2017,5.76316091117592,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2018,5.5197364279913,All sexes,Reference
Turkey,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2019,5.27848063918854,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1990,84,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1991,72,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1992,77,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1993,76,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1994,87,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1995,67,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1996,72,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1997,79,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1998,81,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,1999,79,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2000,85,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2001,88,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2002,78,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2003,68,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2004,85,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2005,90,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2006,90,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2007,96,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2008,96,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2009,96,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2010,97,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2011,97,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2012,97,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2013,98,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2014,96,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2015,97,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2016,98,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2017,96,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2018,98,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2019,99,All sexes,Reference
Turkey,"Immunization, DPT",% of children,12-23 months,2020,98,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2000,71,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2001,77,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2002,72,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2003,68,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2004,77,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2005,85,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2006,82,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2007,96,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2008,92,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2009,94,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2010,96,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2011,96,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2012,97,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2013,97,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2014,96,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2015,97,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2016,98,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2017,96,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2018,98,All sexes,Reference
Turkey,"Immunization, HepB3",% of one-year-old children,12-23 months,2019,99,All sexes,Reference
